uniq_idx,story,source,main_entities,sent_idx,lex_bias,bias,sentence,inf_entities,lex_entities,inf_pol,lex_pol,inf_dir,lex_dir,lex_start_ends,inf_start_ends,stance,inf_quote,article,uniq_idx
07fox19,7,fox,"['Adam Schiff', 'GOP committee members', 'Donald Trump']",19,0,1,"“You might think that’s okay that they lied about the meeting,” Schiff said.",['GOP committee members'],[],['Negative'],[],['Direct'],[],[],"[(1, 61)]",Right,['Yes'],7fox,07fox19
07fox20,7,fox,"['Adam Schiff', 'GOP committee members', 'Donald Trump']",20,0,0,“I don’t think that’s okay.”,[],[],[],[],[],[],[],[],Right,[],7fox,07fox20
07fox21,7,fox,"['Adam Schiff', 'GOP committee members', 'Donald Trump']",21,0,0,Schiff on Monday signed a letter with his fellow House committee chairs demanding the full Mueller report by April 2.,[],[],[],[],[],[],[],[],Right,[],7fox,07fox21
07fox22,7,fox,"['Adam Schiff', 'GOP committee members', 'Donald Trump']",22,0,0,"House Speaker Nancy Pelosi, D-Calif., said earlier this week that the mounting calls to remove Schiff were ""absolutely ridiculous.""",[],[],[],[],[],[],[],[],Right,[],7fox,07fox22
07fox23,7,fox,"['Adam Schiff', 'GOP committee members', 'Donald Trump']",23,0,0,She consulted with Schiff and other committee leaders over the weekend as Barr notified Congress of Mueller's report and summarized the details.,[],[],[],[],[],[],[],[],Right,[],7fox,07fox23
07fox24,7,fox,"['Adam Schiff', 'GOP committee members', 'Donald Trump']",24,0,1,"A Pelosi aide said Schiff was being attacked because he's done ""an outstanding job.""",['Adam Schiff'],[],['Positive'],[],['Direct'],[],[],"[(0, 84)]",Right,['No'],7fox,07fox24
07fox25,7,fox,"['Adam Schiff', 'GOP committee members', 'Donald Trump']",25,0,0,"""Democrats aren't going to be intimidated by the White House or Congressional Republicans,"" spokeswoman Ashley Etienne said.",[],[],[],[],[],[],[],[],Right,[],7fox,07fox25
07fox26,7,fox,"['Adam Schiff', 'GOP committee members', 'Donald Trump']",26,0,0,"""We're not going to be distracted from securing the release of the full Mueller report and the underlying evidence, and we will continue to pursue legitimate oversight because that's what the Constitution requires.""",[],[],[],[],[],[],[],[],Right,[],7fox,07fox26
06fox00,6,fox,"['Harry Reid', 'Barack Obama']",0,0,0,"Senate Majority Leader Harry Reid broke with President Obama Monday over the proposed mosque near Ground Zero, saying the controversial Islamic center should be built elsewhere.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox00
06fox01,6,fox,"['Harry Reid', 'Barack Obama']",1,0,0,"Spokesman Jim Manley said in a written statement that Republicans should show their sincerity about sensitivity to Sept. 11 survivors by backing a high-profile bill to grant health benefits to rescue workers, something that stalled in Congress earlier this month.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox01
06fox02,6,fox,"['Harry Reid', 'Barack Obama']",2,0,0,"But at the same time, Manley put Reid on the record for the first time in the hyper-sensitive and volatile mosque debate.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox02
06fox03,6,fox,"['Harry Reid', 'Barack Obama']",3,0,0,"""The First Amendment protects freedom of religion,"" Manley said.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox03
06fox04,6,fox,"['Harry Reid', 'Barack Obama']",4,0,0,"""Sen. Reid respects that but thinks that the mosque should be built someplace else.""",[],[],[],[],[],[],[],[],Right,[],6fox,06fox04
06fox05,6,fox,"['Harry Reid', 'Barack Obama']",5,0,0,Reid's comments added another high-profile voice to the mosque controversy.,[],[],[],[],[],[],[],[],Right,[],6fox,06fox05
06fox06,6,fox,"['Harry Reid', 'Barack Obama']",6,0,0,The president first stepped into the fray Friday when he appeared to endorse the Park 51 project during a Ramadan dinner at the White House.,[],[],[],[],[],[],[],[],Right,[],6fox,06fox06
06fox07,6,fox,"['Harry Reid', 'Barack Obama']",7,0,1,"The next day, he clarified that he was merely commenting on fundamental religious freedoms -- not specifically on the ""wisdom"" of the mosque project.",['Barack Obama'],[],['Negative'],[],['Direct'],[],[],"[(0, 149)]",Right,['No'],6fox,06fox07
06fox08,6,fox,"['Harry Reid', 'Barack Obama']",8,0,0,"Then White House spokesman Bill Burton said Obama was not ""backing off"" his original remarks.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox08
06fox09,6,fox,"['Harry Reid', 'Barack Obama']",9,0,1,The prolonged presidential explanation elevated the issue beyond a local dispute and hurled it into the political arena.,['Barack Obama'],[],['Negative'],[],['Direct'],[],[],"[(0, 120)]",Right,['No'],6fox,06fox09
06fox10,6,fox,"['Harry Reid', 'Barack Obama']",10,0,0,"Republicans have since both criticized his position and pressured other Democrats to take a stand on the politically sticky issue, one where charges of insensitivity have flown on both sides.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox10
06fox11,6,fox,"['Harry Reid', 'Barack Obama']",11,0,0,The White House claimed Monday that politics were not at play in Obama's decision to dive into the controversy over a planned mosque near Ground Zero.,[],[],[],[],[],[],[],[],Right,[],6fox,06fox11
06fox12,6,fox,"['Harry Reid', 'Barack Obama']",12,1,0,"Burton said that he ""can't speak to the politics of what the Republicans are doing,"" but the president was not looking to make political hay with his remarks, which he reportedly considered carefully before delivering them at a White House dinner on Friday night.",[],['Barack Obama'],[],['Negative'],[],['Direct'],"[(168, 199)]",[],Right,[],6fox,06fox12
06fox13,6,fox,"['Harry Reid', 'Barack Obama']",13,0,0,"""The president didn't do this because of the politics.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox13
06fox14,6,fox,"['Harry Reid', 'Barack Obama']",14,0,0,"He spoke about it because he feels he has an obligation as the president to address this,"" Burton said.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox14
06fox15,6,fox,"['Harry Reid', 'Barack Obama']",15,0,0,But the issue was quickly feeding fuel to Republicans looking to corner Democrats into taking a position on the issue -- something they were able to avoid before the president spoke up.,[],[],[],[],[],[],[],[],Right,[],6fox,06fox15
06fox16,6,fox,"['Harry Reid', 'Barack Obama']",16,0,0,"Though Reid is on the record, the National Republican Senatorial Committee on Monday targeted Sen. Charles Schumer, D-N.Y., for not speaking out on the issue.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox16
06fox17,6,fox,"['Harry Reid', 'Barack Obama']",17,0,0,"Citing an article that said the normally chatty Schumer would not comment on the mosque remarks, the NRSC said Schumer should weigh in.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox17
06fox18,6,fox,"['Harry Reid', 'Barack Obama']",18,0,0,"""It's a remarkable commentary on the most camera-friendly senator that he's more than happy to weigh-in on caffeinated malt beverages, but he won't take a public position on the construction of a mosque near Ground Zero,"" NRSC spokesman Brian Walsh said in a written statement.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox18
06fox19,6,fox,"['Harry Reid', 'Barack Obama']",19,0,0,"""It's time for Chuck Schumer to stand up and be counted -- does he stand with President Obama in support of this mosque or does he stand with the countless 9/11 families who believe its location is inappropriate?"" Walsh asked.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox19
06fox20,6,fox,"['Harry Reid', 'Barack Obama']",20,0,0,"Walsh also suggested Reid would suffer politically from his allegiance to Obama on other issues, despite his stance on the mosque.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox20
06fox21,6,fox,"['Harry Reid', 'Barack Obama']",21,0,0,"""While it's commendable that Senator Reid now agrees with Republican Sharron Angle that we should respect the wishes of 9/11 families, it's regrettable that he hasn't demonstrated this same independence from President Obama on the critical issues facing America during the last 19 months,"" he said.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox21
06fox22,6,fox,"['Harry Reid', 'Barack Obama']",22,0,0,"Rep. Peter King, R-N.Y., who opposes the mosque project, said Monday that the White House softened Obama's original comments because it probably heard ""pushback"" from other Democrats.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox22
06fox23,6,fox,"['Harry Reid', 'Barack Obama']",23,0,0,"He said Obama was ""clearly"" taking a side on the issue no matter what he claims.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox23
06fox24,6,fox,"['Harry Reid', 'Barack Obama']",24,0,0,"""Everyone says as far as I know that the Muslim community has the right to build a mosque.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox24
06fox25,6,fox,"['Harry Reid', 'Barack Obama']",25,0,0,"The whole question is whether they should or not,"" he told Fox News.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox25
06fox26,6,fox,"['Harry Reid', 'Barack Obama']",26,0,0,"""So for the president to raise it in the way he did on Friday was clearly giving the impression that he was endorsing it or supporting it -- or tacitly supporting it.""",[],[],[],[],[],[],[],[],Right,[],6fox,06fox26
06fox27,6,fox,"['Harry Reid', 'Barack Obama']",27,0,0,"Most Americans think the group planning the mosque and Islamic cultural center has the right to build it, according to a Fox News poll released Friday.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox27
06fox28,6,fox,"['Harry Reid', 'Barack Obama']",28,0,0,"However, the poll showed that 64 percent think it would be wrong to build it, regardless of whether the developers are within their right to do so.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox28
06fox29,6,fox,"['Harry Reid', 'Barack Obama']",29,0,0,"Supporters of the mosque and cultural center in lower Manhattan, including New York City Mayor Michael Bloomberg, say its development should stand as a testament to religious tolerance in America.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox29
06fox30,6,fox,"['Harry Reid', 'Barack Obama']",30,0,0,"They say it would be a mistake to equate Islam as a whole, and its practice in the United States, with Al Qaeda -- and remind critics that Muslims were also killed in the attacks on the World Trade Center.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox30
06fox31,6,fox,"['Harry Reid', 'Barack Obama']",31,0,0,Burton said Monday that the president weighed in as part of a constitutional discussion.,[],[],[],[],[],[],[],[],Right,[],6fox,06fox31
06fox32,6,fox,"['Harry Reid', 'Barack Obama']",32,0,0,"""The president thinks that it's his obligation to speak out when ... issues of the Constitution arise.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox32
06fox33,6,fox,"['Harry Reid', 'Barack Obama']",33,0,0,"And so, in this case, he decided to state clearly how he feels about making sure that people are treated equally, that there is a fairness and that our bedrock principles are upheld,"" Burton said.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox33
06fox34,6,fox,"['Harry Reid', 'Barack Obama']",34,1,0,"He added the administration can't control the conversation on cable TV or in newspapers, but the White House has had a ""pretty fulsome conversation"" about it and has addressed it to a ""pretty full extent.""",[],"['Barack Obama', 'Barack Obama']",[],"['Negative', 'Negative']",[],"['Indirect (Ally)', 'Indirect (Ally)']","[(119, 148), (184, 205)]",[],Right,[],6fox,06fox34
06fox35,6,fox,"['Harry Reid', 'Barack Obama']",35,0,0,"""I think that it's a debate that was had and we've weighed in,"" Burton said.",[],[],[],[],[],[],[],[],Right,[],6fox,06fox35
03nyt00,3,nyt,"['Barack Obama', 'senate Democrats']",0,0,0,"Larry Summers, the outgoing chairman of the National Economic Council, just told a group of reporters that failure to pass a package like the tax deal announced by President Obama this week “would significantly increase the risk” of a double-dip recession.",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt00
03nyt01,3,nyt,"['Barack Obama', 'senate Democrats']",1,0,0,"Mr. Summers made the remarks at a briefing with the White House press secretary Robert Gibbs and David Axelrod, the president’s top political adviser.",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt01
03nyt02,3,nyt,"['Barack Obama', 'senate Democrats']",2,1,0,The administration has been pushing back hard against criticism from fellow Democrats that the president has caved too much to Republicans.,[],['Barack Obama'],[],['Negative'],[],['Direct'],"[(109, 114)]",[],Center,[],3nyt,03nyt02
03nyt03,3,nyt,"['Barack Obama', 'senate Democrats']",3,0,0,"In brief remarks after meeting with President Bronislaw Komorowski of Poland, Mr. Obama on Wednesday emphatically disputed that Democrats generally feel betrayed by his deal with Congressional Republicans on the tax cuts, saying that “the more who look at it, the more will say this makes sense.”",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt03
03nyt04,3,nyt,"['Barack Obama', 'senate Democrats']",4,0,0,"“I just think it’s very important for Congress to examine the agreement, look at the facts, have a thorough debate, but get this done.",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt04
03nyt05,3,nyt,"['Barack Obama', 'senate Democrats']",5,0,0,"The American people are watching, and they’re expecting action on our parts,” Mr. Obama said.",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt05
03nyt06,3,nyt,"['Barack Obama', 'senate Democrats']",6,0,0,“I don’t think we need to translate that.”,[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt06
03nyt07,3,nyt,"['Barack Obama', 'senate Democrats']",7,0,0,"In a joint appearance at the White House with Mr. Komorowski, Mr. Obama said that “economists across the country have upwardly revised their forecasts for growth” after the tax deal was announced on Monday night.",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt07
03nyt08,3,nyt,"['Barack Obama', 'senate Democrats']",8,1,0,Vice President Joseph R. Biden Jr. planned to return to Capitol Hill this afternoon to meet with House Democrats as President Obama and the White House sought to quell the uproar among liberals about the tax deal.,[],['senate Democrats'],[],['Negative'],[],['Direct'],"[(172, 178)]",[],Center,[],3nyt,03nyt08
03nyt09,3,nyt,"['Barack Obama', 'senate Democrats']",9,0,0,Officials said Mr. Biden will travel to the Hill around 4:30 p.m. in an attempt to sell the compromise Mr. Obama announced this week.,[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt09
03nyt10,3,nyt,"['Barack Obama', 'senate Democrats']",10,0,0,It will be the second time in two days that Mr. Biden has served as the liaison-in-chief for the White House.,[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt10
03nyt11,3,nyt,"['Barack Obama', 'senate Democrats']",11,1,0,Mr. Biden’s visit and the president’s comments come as the administration’s message machine started churning out statements of support.,[],['Barack Obama'],[],['Negative'],[],['Indirect (Ally)'],"[(76, 91)]",[],Center,[],3nyt,03nyt11
03nyt12,3,nyt,"['Barack Obama', 'senate Democrats']",12,1,0,"To counter condemnations from some Democrats in Congress, the White House circulated a series of e-mails quoting endorsements from private-sector economic forecasters, liberal as well as conservative analysts, and Democratic officeholders, including an obscure freshman House member, Representative Gary Peters of Michigan.",[],['Barack Obama'],[],['Negative'],[],['Indirect (Ally)'],"[(253, 260)]",[],Center,[],3nyt,03nyt12
03nyt13,3,nyt,"['Barack Obama', 'senate Democrats']",13,0,0,"By noon, the White House press office had released supportive comments from Antonio Villaraigosa, the mayor of Los Angeles, and Mr. Peters.",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt13
03nyt14,3,nyt,"['Barack Obama', 'senate Democrats']",14,0,0,"The Democratic National Committee alerted reporters that Jennifer Granholm, the Democratic governor of Michigan, also supports the deal.",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt14
03nyt15,3,nyt,"['Barack Obama', 'senate Democrats']",15,0,0,"John Podesta, a former chief of staff to President Bill Clinton and a close ally of Mr. Obama, issued a statement calling the tax deal “a steep price” but saying the president was “right to choose helping working Americans over a December conflagration.” ",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt15
03nyt16,3,nyt,"['Barack Obama', 'senate Democrats']",16,0,0,The Democratic National Committee also sent that statement around to reporters.,[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt16
03nyt17,3,nyt,"['Barack Obama', 'senate Democrats']",17,1,0,"David Axelrod, the president’s chief political adviser, said on CNN’s “American Morning” that middle-class Americans were “going to get screwed” if their tax cuts were not extended at the end of the year.",[],['senate Democrats'],[],['Negative'],[],['Direct'],"[(123, 143)]",[],Center,[],3nyt,03nyt17
03nyt18,3,nyt,"['Barack Obama', 'senate Democrats']",18,0,0,"The administration was quick to highlight comments from Mark Zandi, chief economist for Moody’sEconomy.com, projecting that the Obama tax deal would increase economic growth next year by 1.25 percentage points and create 1.6 million jobs.",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt18
03nyt19,3,nyt,"['Barack Obama', 'senate Democrats']",19,0,0,"Macroeconomic Advisors, Deutsche Bank and Goldman Sachs projected smaller increases but no less than at least 0.5 percentage point.",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt19
03nyt20,3,nyt,"['Barack Obama', 'senate Democrats']",20,0,0,That is on top of projections that currently are in the range of 2 percent to 3 percent.,[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt20
03nyt21,3,nyt,"['Barack Obama', 'senate Democrats']",21,0,0,"But the public relations offensive is being met with public expressions of outrage from Mr. Obama’s base, including the most liberal members of Congress and spokesmen for interest groups on the left.",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt21
03nyt22,3,nyt,"['Barack Obama', 'senate Democrats']",22,0,1,"Close to three dozen House Democrats have signed a letter from Representative Peter Welch, Democrat of Vermont, calling the tax deal “fiscally irresponsible” and “grossly unfair.”","['Barack Obama', 'Barack Obama']",[],"['Negative', 'Negative']",[],"['Direct', 'Direct']",[],[],"[(134, 156), (163, 177)]",Center,"['Yes', 'Yes']",3nyt,03nyt22
03nyt23,3,nyt,"['Barack Obama', 'senate Democrats']",23,0,0,The letter says Mr. Obama “should not back down. Nor should we.”,[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt23
03nyt24,3,nyt,"['Barack Obama', 'senate Democrats']",24,0,0,Mr. Biden’s visit with the House Democrats is likely to be as contentious as the one that he led with their Senate colleagues on Tuesday — if not more so.,[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt24
03nyt25,3,nyt,"['Barack Obama', 'senate Democrats']",25,0,0,"Despite the closed-door lunchtime meeting, Senate aides told The Times afterward that about 30 Democratic senators remained “firmly opposed” to the president’s negotiated deal after hearing from the vice president.",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt25
03nyt26,3,nyt,"['Barack Obama', 'senate Democrats']",26,0,0,"In the House, Democratic lawmakers said Wednesday morning that the sense of disappointment with the president remained strong.",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt26
03nyt27,3,nyt,"['Barack Obama', 'senate Democrats']",27,0,0,"“I don’t think it was preordained that if we had a deadlock, they would have won it,” said Representative Barney Frank, Democrat of Massachusetts, in an interview on MSNBC.",[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt27
03nyt28,3,nyt,"['Barack Obama', 'senate Democrats']",28,0,0,“I’m not going to vote for it.,[],[],[],[],[],[],[],[],Center,[],3nyt,03nyt28
03nyt29,3,nyt,"['Barack Obama', 'senate Democrats']",29,0,1,I don’t feel that I should be coerced.”,['Barack Obama'],[],['Negative'],[],['Indirect (Ally)'],[],[],"[(0, 37)]",Center,['Yes'],3nyt,03nyt29
02nyt00,2,nyt,['Donald Trump'],0,0,0,"WASHINGTON — President Trump declared a national emergency on the border with Mexico on Friday in order to access billions of dollars that Congress refused to give him to build a wall there, transforming a highly charged policy dispute into a confrontation over the separation of powers outlined in the Constitution.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt00
02nyt01,2,nyt,['Donald Trump'],1,1,0,"Trying to regain momentum after losing a grinding two-month battle with lawmakers over funding the wall, Mr. Trump asserted that the flow of drugs, criminals and illegal immigrants from Mexico constituted a profound threat to national security that justified unilateral action.",[],['Donald Trump'],[],['Positive'],[],['Direct'],"[(207, 215)]",[],Left,[],2nyt,02nyt01
02nyt02,2,nyt,['Donald Trump'],2,0,0,"“We’re going to confront the national security crisis on our southern border, and we’re going to do it one way or the other,” he said in a televised statement in the Rose Garden barely 13 hours after Congress passed a spending measure without the money he had sought.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt02
02nyt03,2,nyt,['Donald Trump'],3,0,0,"“It’s an invasion,” he added. “We have an invasion of drugs and criminals coming into our country.”",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt03
02nyt04,2,nyt,['Donald Trump'],4,0,0,"But with illegal border crossings already down and critics accusing him of manufacturing a crisis, he may have undercut his own argument that the border situation was so urgent that it required emergency action.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt04
02nyt05,2,nyt,['Donald Trump'],5,0,0,"“I didn’t need to do this, but I’d rather do it much faster,” he said.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt05
02nyt06,2,nyt,['Donald Trump'],6,0,0,"“I just want to get it done faster, that’s all.”",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt06
02nyt07,2,nyt,['Donald Trump'],7,0,0,"The president’s decision incited instant condemnation from Democrats, who called it an unconstitutional abuse of his authority and vowed to try to overturn it with the support of Republicans who also objected to the move.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt07
02nyt08,2,nyt,['Donald Trump'],8,0,1,"“This is plainly a power grab by a disappointed president, who has gone outside the bounds of the law to try to get what he failed to achieve in the constitutional legislative process,” Speaker Nancy Pelosi of California and Senator Chuck Schumer of New York, the Democratic leader, said in a joint statement.",['Donald Trump'],[],['Negative'],[],['Direct'],[],[],"[(1, 57)]",Left,['Yes'],2nyt,02nyt08
02nyt09,2,nyt,['Donald Trump'],9,0,1,"Mr. Trump’s announcement came during a freewheeling, 50-minute appearance in which he ping-ponged from topic to topic, touching on the economy, China trade talks and his coming summit meeting with North Korea’s leader, Kim Jong-un.",['Donald Trump'],[],['Negative'],[],['Direct'],[],[],"[(0, 231)]",Left,['No'],2nyt,02nyt09
02nyt10,2,nyt,['Donald Trump'],10,0,1,"The president again suggested that he should win the Nobel Peace Prize, and he reviewed which conservative commentators had been supportive of him, while dismissing Ann Coulter, who has not.",['Donald Trump'],[],['Negative'],[],['Direct'],[],[],"[(0, 190)]",Left,['No'],2nyt,02nyt10
02nyt11,2,nyt,['Donald Trump'],11,1,0,"Sounding alternately defensive and aggrieved, Mr. Trump explained his failure to secure wall funding during his first two years in office when Republicans controlled both houses of Congress by saying, “I was a little new to the job.”",[],['Donald Trump'],[],['Negative'],[],['Direct'],"[(21, 44)]",[],Left,[],2nyt,02nyt11
02nyt12,2,nyt,['Donald Trump'],12,0,0,"He blamed “certain people, a particular one, for not having pushed this faster,” a clear reference to former Speaker Paul D. Ryan of Wisconsin, a Republican.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt12
02nyt13,2,nyt,['Donald Trump'],13,0,1,"Mr. Trump’s assertions were replete with misinformation and, when challenged by reporters, he refused to accept statistics produced by his own government that conflicted with his narrative.",['Donald Trump'],[],['Negative'],[],['Direct'],[],[],"[(0, 189)]",Left,['No'],2nyt,02nyt13
02nyt14,2,nyt,['Donald Trump'],14,0,0,"“The numbers that you gave are wrong,” he told one reporter.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt14
02nyt15,2,nyt,['Donald Trump'],15,0,0,“It’s a fake question.”,[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt15
02nyt16,2,nyt,['Donald Trump'],16,0,0,"On point after point, the president insisted that he would be proved correct.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt16
02nyt17,2,nyt,['Donald Trump'],17,0,0,"“People said, ‘Trump is crazy,’” he said at one point, discussing his outreach to Mr. Kim.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt17
02nyt18,2,nyt,['Donald Trump'],18,0,0,“And you know what it ended up being? A very good relationship.”,[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt18
02nyt19,2,nyt,['Donald Trump'],19,0,0,Mr. Trump acknowledged that his declaration of a national emergency would be litigated in the courts and even predicted a rough road for his side.,[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt19
02nyt20,2,nyt,['Donald Trump'],20,0,0,"“Look, I expect to be sued,” he said, launching into a mocking riff about how he anticipated lower court rulings against him.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt20
02nyt21,2,nyt,['Donald Trump'],21,0,0,"“And we’ll win in the Supreme Court,” he predicted.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt21
02nyt22,2,nyt,['Donald Trump'],22,0,0,"Indeed, Public Citizen, an advocacy group, filed suit by the end of the day on behalf of three Texas landowners whose property might be taken for a barrier.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt22
02nyt23,2,nyt,['Donald Trump'],23,0,1,"California and New York likewise announced that they will sue over what Gov. Gavin Newsom of California called the president’s “vanity project,” and a roster of other groups lined up to do the same.",['Donald Trump'],[],['Negative'],[],['Direct'],[],[],"[(128, 142)]",Left,['Yes'],2nyt,02nyt23
02nyt24,2,nyt,['Donald Trump'],24,0,0,"“Fortunately, Donald Trump is not the last word,” said Mr. Newsom, a Democrat.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt24
02nyt25,2,nyt,['Donald Trump'],25,0,0,“The courts will be the last word.”,[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt25
02nyt26,2,nyt,['Donald Trump'],26,0,0,"Among those predicting a flurry of judicial decisions against Mr. Trump was George T. Conway III, a conservative lawyer and the husband of Kellyanne Conway, the president’s counselor.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt26
02nyt27,2,nyt,['Donald Trump'],27,0,0,"“If he knows he is going to lose,” Mr. Conway, a vocal critic of Mr. Trump, wrote on Twitter, “then he knows he is violating the Constitution and laws he has sworn to uphold.”",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt27
02nyt28,2,nyt,['Donald Trump'],28,0,0,"The House Judiciary Committee announced Friday that it would investigate the president’s emergency claim, while House Democrats plan to introduce legislation to block it.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt28
02nyt29,2,nyt,['Donald Trump'],29,0,0,"That measure could pass both houses of Congress if it wins the votes of the half-dozen Republican senators who have criticized the declaration, forcing Mr. Trump to issue the first veto of his presidency.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt29
02nyt30,2,nyt,['Donald Trump'],30,0,0,"The emergency declaration, according to White House officials, enables the president to divert $3.6 billion from military construction projects to the wall.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt30
02nyt31,2,nyt,['Donald Trump'],31,0,0,Mr. Trump will also use more traditional presidential discretion to tap $2.5 billion from counternarcotics programs and $600 million from a Treasury Department asset forfeiture fund.,[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt31
02nyt32,2,nyt,['Donald Trump'],32,0,0,"Combined with $1.375 billion authorized for fencing in the spending package passed on Thursday night, Mr. Trump would have about $8 billion in all for barriers, significantly more than the $5.7 billion he unsuccessfully demanded from Congress.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt32
02nyt33,2,nyt,['Donald Trump'],33,0,0,"The president opted not to tap hurricane relief money from Texas or Puerto Rico, an idea that had generated angry complaints from Republicans.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt33
02nyt34,2,nyt,['Donald Trump'],34,0,1,"But he expressed no concern that diverting military construction money would delay projects benefiting the troops like base housing, schools and gyms.",['Donald Trump'],[],['Negative'],[],['Direct'],[],[],"[(0, 150)]",Left,['No'],2nyt,02nyt34
02nyt35,2,nyt,['Donald Trump'],35,0,1,"“It didn’t sound too important to me,” he said.",['Donald Trump'],[],['Negative'],[],['Direct'],[],[],"[(1, 36)]",Left,['Yes'],2nyt,02nyt35
02nyt36,2,nyt,['Donald Trump'],36,0,0,"Neither the White House nor the Pentagon had yet identified which projects may be shelved as a result, but Pentagon lawyers and other officials planned to work over the weekend to identify which construction funds would be diverted.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt36
02nyt37,2,nyt,['Donald Trump'],37,0,0,The declaration also provided that land may be transferred to the Defense Department from other federal agencies or from privately purchased or condemned land.,[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt37
02nyt38,2,nyt,['Donald Trump'],38,0,0,"The next step would be to secure those lands, where the Pentagon would erect barriers.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt38
02nyt39,2,nyt,['Donald Trump'],39,0,0,"The declaration gives Patrick Shanahan, the acting defense secretary, broad latitude to carry out this process.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt39
02nyt40,2,nyt,['Donald Trump'],40,0,0,"Most Americans oppose Mr. Trump’s emergency declaration, according to polls.",[],[],[],[],[],[],[],[],Left,[],2nyt,02nyt40
